date,estate,plantation_area_ha,rainfall_mm,workers,fertilizer_kg,production_tons
2023-11-01,Batu Karo,1207.24,157.9,327,7948.1,2640.65
2023-11-01,Besilam,973.13,188.3,270,6547.6,1902.04
2023-11-01,Gunung Melayu,1413.7,96.4,385,9300.9,2932.75
2023-11-01,Padang Halaban,842.64,122.3,206,5276.8,1317.65
2023-11-01,Rambung Sialang,626.09,192.3,159,3976.8,678.2
2023-12-01,Batu Karo,1167.7,216.7,319,8664.6,2201.77
2023-12-01,Besilam,956.87,253.9,253,7528.6,1746.05
2023-12-01,Gunung Melayu,1444.33,193.5,366,10425.4,3018.48
2023-12-01,Padang Halaban,838.38,105.6,202,5347.1,1014.92
2023-12-01,Rambung Sialang,621.56,190.2,157,3976.5,655.05
2024-01-01,Batu Karo,1213.84,96.3,335,8074.4,2073.6
2024-01-01,Besilam,1008.67,184.3,286,6536.8,1752.65
2024-01-01,Gunung Melayu,1422.21,185.1,383,10614.4,2737.62
2024-01-01,Padang Halaban,874.02,166.3,212,5471.6,1092.36
2024-01-01,Rambung Sialang,613.27,101.8,156,3448.1,562.55
2024-02-01,Batu Karo,1172.68,221.5,301,8833.7,1983.47
2024-02-01,Besilam,954.44,135.7,263,7256.9,1537.01
2024-02-01,Gunung Melayu,1460.95,168.7,400,10027.1,2828.8
2024-02-01,Padang Halaban,872.39,220.0,208,6047.7,1050.72
2024-02-01,Rambung Sialang,616.35,145.0,149,3896.9,573.45
2024-03-01,Batu Karo,1194.34,151.5,330,8055.9,2129.55
2024-03-01,Besilam,967.49,163.4,262,6816.4,1664.78
2024-03-01,Gunung Melayu,1439.94,157.5,389,9247.8,2743.62
2024-03-01,Padang Halaban,869.34,114.5,212,5464.1,1090.64
2024-03-01,Rambung Sialang,638.27,217.5,144,4136.5,676.25
2024-04-01,Batu Karo,1200.91,137.0,307,7950.1,2246.25
2024-04-01,Besilam,996.44,148.2,264,6563.3,1720.93
2024-04-01,Gunung Melayu,1472.47,140.1,390,9121.6,3151.79
2024-04-01,Padang Halaban,835.91,127.2,201,5602.2,1110.27
2024-04-01,Rambung Sialang,634.04,177.9,145,3518.4,666.89
2024-05-01,Batu Karo,1211.18,86.3,322,7797.9,2265.47
2024-05-01,Besilam,965.87,141.7,278,7194.1,1889.07
2024-05-01,Gunung Melayu,1480.56,219.3,379,9761.9,3501.6
2024-05-01,Padang Halaban,842.24,191.3,204,5572.3,1226.57
2024-05-01,Rambung Sialang,631.06,183.3,153,4066.4,728.04
2024-06-01,Batu Karo,1224.26,227.2,328,8806.2,2838.32
2024-06-01,Besilam,959.93,148.3,284,7735.5,1853.78
2024-06-01,Gunung Melayu,1471.19,166.3,361,10423.2,3474.37
2024-06-01,Padang Halaban,824.83,166.1,194,5628.6,1202.92
2024-06-01,Rambung Sialang,611.06,151.1,152,3830.4,685.0
2024-07-01,Batu Karo,1218.79,219.4,321,9287.1,2446.79
2024-07-01,Besilam,1005.4,144.9,254,7829.6,1863.33
2024-07-01,Gunung Melayu,1432.68,83.6,391,8952.0,3052.35
2024-07-01,Padang Halaban,856.17,139.8,187,5908.7,1167.27
2024-07-01,Rambung Sialang,629.61,159.1,140,3436.8,602.38
2024-08-01,Batu Karo,1219.47,99.8,328,8408.0,2124.97
2024-08-01,Besilam,960.22,215.5,281,7478.9,1986.98
2024-08-01,Gunung Melayu,1430.27,194.3,403,9116.1,3166.83
2024-08-01,Padang Halaban,845.91,205.4,203,5387.4,1193.48
2024-08-01,Rambung Sialang,609.95,108.7,143,3443.7,636.51
2024-09-01,Batu Karo,1226.23,177.1,318,9295.9,2330.9
2024-09-01,Besilam,996.26,193.9,280,7696.5,1928.27
2024-09-01,Gunung Melayu,1417.92,221.2,355,10624.9,3005.79
2024-09-01,Padang Halaban,849.06,134.6,189,5087.7,1139.73
2024-09-01,Rambung Sialang,608.86,93.4,149,3468.8,584.1
2024-10-01,Batu Karo,1221.42,144.6,311,8423.9,2340.5
2024-10-01,Besilam,985.88,181.7,262,7480.8,2049.0
2024-10-01,Gunung Melayu,1409.95,164.8,378,9025.7,3115.03
2024-10-01,Padang Halaban,856.03,125.6,205,5565.6,1247.84
2024-10-01,Rambung Sialang,614.44,119.9,140,3479.7,653.71
2024-11-01,Batu Karo,1204.86,142.8,328,9011.0,2479.47
2024-11-01,Besilam,956.75,167.7,275,7497.3,1855.91
2024-11-01,Gunung Melayu,1468.19,138.9,399,10219.6,3438.09
2024-11-01,Padang Halaban,866.06,224.3,188,5934.3,1303.04
2024-11-01,Rambung Sialang,618.23,148.4,153,3820.1,686.14
2024-12-01,Batu Karo,1168.35,150.6,308,7921.2,2165.17
2024-12-01,Besilam,1007.98,192.8,263,6742.2,1859.75
2024-12-01,Gunung Melayu,1449.84,166.7,382,10229.6,2906.3
2024-12-01,Padang Halaban,834.68,214.1,205,5029.4,1112.54
2024-12-01,Rambung Sialang,628.45,109.8,155,3743.4,557.87
