date,estate,plantation_area_ha,rainfall_mm,workers,fertilizer_kg,production_tons
2019-11-01,Padang Halaban,312,191.8,55,3041,933.86
2019-11-01,Rambung Sialang,177,234.5,35,1629,570.04
2019-12-01,Batu Karo,515,248.5,88,5343,1904.03
2019-12-01,Besilam,442,153.7,69,4474,1521.11
2019-12-01,Gunung Melayu,677,161.3,108,6997,2565.04
2019-12-01,Padang Halaban,308,172.3,57,3185,884.16
2019-12-01,Rambung Sialang,178,158.9,41,1741,497.21
2020-01-01,Batu Karo,525,220.1,88,5195,1642.63
2020-01-01,Besilam,445,220.7,75,4319,1483.14
2020-01-01,Gunung Melayu,677,155.8,115,6663,2453.4
2020-01-01,Padang Halaban,309,247.7,54,3203,947.14
2020-01-01,Rambung Sialang,175,237.4,37,1800,519.08
2020-02-01,Batu Karo,515,213.9,81,5215,1748.65
2020-02-01,Besilam,445,195.8,75,4346,1371.2
2020-02-01,Gunung Melayu,682,227.9,109,6906,2340.8
2020-02-01,Padang Halaban,307,172.8,53,3210,906.07
2020-02-01,Rambung Sialang,180,186.4,35,1941,438.7
2020-03-01,Batu Karo,525,143.1,86,5360,1681.65
2020-03-01,Besilam,445,189.8,72,4352,1746.2
2020-03-01,Gunung Melayu,677,194.3,114,6692,2629.97
2020-03-01,Padang Halaban,307,162.2,53,3211,1026.16
2020-03-01,Rambung Sialang,175,291.4,33,1789,579.5
2020-04-01,Batu Karo,515,198.0,89,5294,2042.11
2020-04-01,Besilam,449,245.3,77,4509,1764.46
2020-04-01,Gunung Melayu,679,215.2,105,6640,2731.49
2020-04-01,Padang Halaban,315,244.9,56,3082,1046.69
2020-04-01,Rambung Sialang,185,233.4,35,1994,568.22
2020-05-01,Batu Karo,515,155.6,87,5107,2163.78
2020-05-01,Besilam,444,200.7,67,4500,1978.4
2020-05-01,Gunung Melayu,681,203.9,111,6776,3250.09
2020-05-01,Padang Halaban,306,225.4,53,3060,1281.43
2020-05-01,Rambung Sialang,177,152.6,40,1683,531.99
2020-06-01,Batu Karo,517,223.6,88,5257,2458.74
2020-06-01,Besilam,441,237.1,69,4530,2249.24
2020-06-01,Gunung Melayu,677,299.6,110,6800,3579.58
2020-06-01,Padang Halaban,308,197.9,55,3054,1290.96
2020-06-01,Rambung Sialang,177,260.9,40,1857,715.34
2020-07-01,Batu Karo,517,175.6,90,5320,2460.79
2020-07-01,Besilam,444,150.4,71,4261,1992.65
2020-07-01,Gunung Melayu,681,218.0,112,6893,3048.41
2020-07-01,Padang Halaban,306,223.1,53,2998,1313.61
2020-07-01,Rambung Sialang,180,148.8,42,1629,670.27
2020-08-01,Batu Karo,517,173.7,82,5155,2551.86
2020-08-01,Besilam,446,205.6,74,4274,2190.82
2020-08-01,Gunung Melayu,683,237.7,110,6699,2983.34
2020-08-01,Padang Halaban,306,77.4,57,3055,1128.47
2020-08-01,Rambung Sialang,182,175.3,33,1792,608.04
2020-09-01,Batu Karo,524,204.4,81,5125,2344.52
2020-09-01,Besilam,444,194.4,74,4375,1855.66
2020-09-01,Gunung Melayu,676,164.2,109,6975,3468.7
2020-09-01,Padang Halaban,308,203.8,59,3054,1184.72
2020-09-01,Rambung Sialang,180,119.7,43,1724,547.31
2020-10-01,Batu Karo,519,169.0,89,5124,1959.46
2020-10-01,Besilam,442,119.6,73,4333,1613.21
2020-10-01,Gunung Melayu,675,201.6,115,6725,3271.81
2020-10-01,Padang Halaban,310,118.1,53,2968,958.16
2020-10-01,Rambung Sialang,176,131.9,38,1908,596.04
2020-11-01,Batu Karo,524,240.2,81,5108,2109.33
2020-11-01,Besilam,450,146.1,73,4523,1533.5
2020-11-01,Gunung Melayu,682,102.9,107,6996,2761.31
2020-11-01,Padang Halaban,307,290.0,50,2998,1093.81
2020-11-01,Rambung Sialang,183,225.5,40,1849,594.21
2020-12-01,Batu Karo,522,172.1,84,5144,2075.74
2020-12-01,Besilam,450,197.2,71,4553,1648.48
2020-12-01,Gunung Melayu,680,264.6,109,6845,2778.34
2020-12-01,Padang Halaban,305,197.6,57,2919,938.41
2020-12-01,Rambung Sialang,180,183.3,33,1970,507.71
2021-01-01,Batu Karo,518,183.7,85,5182,1878.56
2021-01-01,Besilam,440,147.1,74,4598,1358.97
2021-01-01,Gunung Melayu,677,193.4,106,6778,2623.35
2021-01-01,Padang Halaban,307,228.0,53,3290,943.33
2021-01-01,Rambung Sialang,182,175.8,35,1662,539.6
2021-02-01,Batu Karo,521,230.2,81,5021,1794.38
2021-02-01,Besilam,445,227.6,76,4497,1606.25
2021-02-01,Gunung Melayu,676,243.9,113,6751,2692.0
2021-02-01,Padang Halaban,307,262.7,52,3269,937.85
2021-02-01,Rambung Sialang,181,208.1,39,1666,519.66
2021-03-01,Batu Karo,515,208.2,84,5140,2024.08
2021-03-01,Besilam,448,218.9,67,4363,1707.57
2021-03-01,Gunung Melayu,681,199.1,113,6889,2517.37
2021-03-01,Padang Halaban,310,151.5,60,3254,919.74
2021-03-01,Rambung Sialang,176,220.3,35,1722,608.97
2021-04-01,Batu Karo,515,220.7,86,5161,2168.59
2021-04-01,Besilam,441,227.2,68,4212,1844.43
2021-04-01,Gunung Melayu,676,213.6,111,6991,2671.62
2021-04-01,Padang Halaban,311,163.8,60,3017,966.92
2021-04-01,Rambung Sialang,175,94.8,33,1832,522.41
2021-05-01,Batu Karo,523,122.8,85,5030,2188.75
2021-05-01,Besilam,449,230.2,76,4253,2030.37
2021-05-01,Gunung Melayu,676,162.9,108,6652,3181.44
2021-05-01,Padang Halaban,308,246.6,60,3163,1249.84
2021-05-01,Rambung Sialang,176,105.4,34,1847,610.11
2021-06-01,Batu Karo,515,191.9,88,5240,2445.26
2021-06-01,Besilam,445,185.7,72,4408,2015.41
2021-06-01,Gunung Melayu,685,235.7,113,6664,3357.22
2021-06-01,Padang Halaban,306,137.6,53,2999,1224.08
2021-06-01,Rambung Sialang,182,131.5,35,2000,590.47
2021-07-01,Batu Karo,515,274.2,90,5216,2742.48
2021-07-01,Besilam,444,148.3,67,4223,2154.62
2021-07-01,Gunung Melayu,679,232.6,108,6810,3396.7
2021-07-01,Padang Halaban,309,191.3,55,3203,1261.53
2021-07-01,Rambung Sialang,177,171.1,34,1855,746.32
2021-08-01,Batu Karo,521,121.3,88,5012,2149.63
2021-08-01,Besilam,441,170.6,75,4528,2183.82
2021-08-01,Gunung Melayu,680,213.3,105,6699,3500.18
2021-08-01,Padang Halaban,306,257.1,58,3115,1376.6
2021-08-01,Rambung Sialang,180,169.7,38,1664,678.97
2021-09-01,Batu Karo,517,212.1,88,5048,2423.01
2021-09-01,Besilam,444,139.9,76,4245,1953.98
2021-09-01,Gunung Melayu,676,176.8,110,6936,3323.46
2021-09-01,Padang Halaban,313,140.3,52,3010,1153.8
2021-09-01,Rambung Sialang,178,172.6,40,1628,688.81
2021-10-01,Batu Karo,524,183.1,85,5320,2380.94
2021-10-01,Besilam,440,152.4,74,4291,1995.94
2021-10-01,Gunung Melayu,680,193.7,111,6823,3110.25
2021-10-01,Padang Halaban,314,151.6,56,3143,1191.87
2021-10-01,Rambung Sialang,185,271.4,37,1734,718.7
2021-11-01,Batu Karo,525,219.6,87,5224,2232.92
2021-11-01,Besilam,445,220.5,77,4331,1653.3
2021-11-01,Gunung Melayu,676,210.5,106,6804,2999.76
2021-11-01,Padang Halaban,314,259.8,53,2989,1113.72
2021-11-01,Rambung Sialang,185,204.5,38,1832,673.26
2021-12-01,Batu Karo,521,146.0,89,5025,1991.16
2021-12-01,Besilam,442,223.9,77,4380,1646.27
2021-12-01,Gunung Melayu,685,187.7,115,6920,2829.18
2021-12-01,Padang Halaban,312,174.3,55,3087,1016.22
2021-12-01,Rambung Sialang,176,187.8,42,1840,523.08
2022-01-01,Batu Karo,523,219.8,90,5247,1956.7
2022-01-01,Besilam,449,193.3,71,4245,1444.89
2022-01-01,Gunung Melayu,680,168.9,106,6677,2527.27
2022-01-01,Padang Halaban,307,254.0,55,2992,870.22
2022-01-01,Rambung Sialang,175,183.0,33,1839,555.97
2022-02-01,Batu Karo,520,193.3,88,5271,1826.48
2022-02-01,Besilam,447,287.5,77,4289,1626.27
2022-02-01,Gunung Melayu,679,190.5,113,6873,2248.02
2022-02-01,Padang Halaban,310,192.1,51,3053,872.61
2022-02-01,Rambung Sialang,175,244.3,43,1898,497.67
2022-03-01,Batu Karo,521,185.9,87,5140,2028.54
2022-03-01,Besilam,443,208.8,67,4238,1718.0
2022-03-01,Gunung Melayu,683,203.8,109,6673,2812.69
2022-03-01,Padang Halaban,314,242.1,60,3115,997.21
2022-03-01,Rambung Sialang,181,206.1,40,1690,538.37
2022-04-01,Batu Karo,517,148.2,89,5227,1974.35
2022-04-01,Besilam,450,114.5,68,4328,1610.84
2022-04-01,Gunung Melayu,679,112.9,107,6698,2523.35
2022-04-01,Padang Halaban,305,211.4,51,3072,1097.79
2022-04-01,Rambung Sialang,185,113.9,34,1923,572.68
2022-05-01,Batu Karo,515,218.6,80,5277,2383.21
2022-05-01,Besilam,443,215.9,71,4455,2031.66
2022-05-01,Gunung Melayu,677,114.6,114,6970,3508.95
2022-05-01,Padang Halaban,311,125.1,56,3053,1102.62
2022-05-01,Rambung Sialang,178,226.5,39,1961,687.72
2022-06-01,Batu Karo,522,229.2,88,5367,2710.19
2022-06-01,Besilam,448,166.1,77,4523,2253.17
2022-06-01,Gunung Melayu,675,168.6,107,6966,3632.56
2022-06-01,Padang Halaban,308,203.2,51,2923,1354.88
2022-06-01,Rambung Sialang,176,163.4,41,1780,752.51
2022-07-01,Batu Karo,519,110.0,84,5317,2435.54
2022-07-01,Besilam,445,223.6,72,4556,2627.3
2022-07-01,Gunung Melayu,681,214.1,110,6684,3516.65
2022-07-01,Padang Halaban,307,151.3,55,3202,1222.48
2022-07-01,Rambung Sialang,177,141.5,36,1838,688.83
2022-08-01,Batu Karo,524,163.4,81,5029,2739.92
2022-08-01,Besilam,450,140.8,69,4405,2207.97
2022-08-01,Gunung Melayu,680,147.9,108,6638,3301.45
2022-08-01,Padang Halaban,310,151.2,54,3140,1299.0
2022-08-01,Rambung Sialang,184,104.0,42,1631,611.8
2022-09-01,Batu Karo,523,159.4,80,5138,2533.74
2022-09-01,Besilam,440,288.5,70,4247,2213.34
2022-09-01,Gunung Melayu,679,140.1,109,6701,3500.27
2022-09-01,Padang Halaban,307,228.2,53,2980,1352.43
2022-09-01,Rambung Sialang,185,229.8,38,1600,763.81
2022-10-01,Batu Karo,516,227.4,90,5168,2410.37
2022-10-01,Besilam,445,135.5,70,4507,1856.78
2022-10-01,Gunung Melayu,681,236.4,105,6936,3526.82
2022-10-01,Padang Halaban,308,167.6,51,3268,1104.42
2022-10-01,Rambung Sialang,178,205.5,40,1914,669.4
2022-11-01,Batu Karo,515,185.4,80,5167,2459.61
2022-11-01,Besilam,450,155.3,72,4212,1800.32
2022-11-01,Gunung Melayu,678,195.3,111,6601,3055.75
2022-11-01,Padang Halaban,309,221.4,57,2906,1160.81
2022-11-01,Rambung Sialang,176,176.8,39,1682,621.87
2022-12-01,Batu Karo,522,215.7,80,5112,1925.07
2022-12-01,Besilam,444,174.2,77,4339,1685.89
2022-12-01,Gunung Melayu,683,235.1,109,6717,2619.52
2022-12-01,Padang Halaban,306,127.5,58,2918,935.82
2022-12-01,Rambung Sialang,181,194.5,36,1888,551.87
2023-01-01,Batu Karo,521,236.6,86,5127,2223.17
2023-01-01,Besilam,447,196.7,68,4518,1619.3
2023-01-01,Gunung Melayu,684,182.8,114,6616,2731.17
2023-01-01,Padang Halaban,313,142.7,54,2981,962.35
2023-01-01,Rambung Sialang,185,261.6,33,1803,554.91
2023-02-01,Batu Karo,516,153.4,88,5290,1852.83
2023-02-01,Besilam,449,139.8,72,4221,1428.31
2023-02-01,Gunung Melayu,685,137.0,110,6619,2498.94
2023-02-01,Padang Halaban,307,172.8,53,3266,900.11
2023-02-01,Rambung Sialang,180,219.7,35,1733,597.91
2023-03-01,Batu Karo,515,133.3,85,5232,2062.83
2023-03-01,Besilam,441,192.6,70,4264,1546.3
2023-03-01,Gunung Melayu,679,139.7,115,6749,2661.43
2023-03-01,Padang Halaban,313,243.5,50,3268,1107.42
2023-03-01,Rambung Sialang,183,177.7,36,1682,583.26
2023-04-01,Batu Karo,524,207.4,85,5175,2238.7
2023-04-01,Besilam,450,279.8,72,4377,1976.34
2023-04-01,Gunung Melayu,683,168.4,108,6692,3009.52
2023-04-01,Padang Halaban,307,211.2,57,3247,938.79
2023-04-01,Rambung Sialang,184,243.1,34,1811,699.1
2023-05-01,Batu Karo,519,134.2,86,5110,2517.27
2023-05-01,Besilam,444,153.9,77,4489,1961.07
2023-05-01,Gunung Melayu,677,152.8,114,6760,3334.9
2023-05-01,Padang Halaban,311,195.8,59,3237,1230.48
2023-05-01,Rambung Sialang,185,206.2,40,1773,731.02
2023-06-01,Batu Karo,521,73.0,87,5090,2517.4
2023-06-01,Besilam,449,186.7,67,4272,2147.84
2023-06-01,Gunung Melayu,681,158.6,105,6883,3716.51
2023-06-01,Padang Halaban,315,174.3,55,3067,1418.12
2023-06-01,Rambung Sialang,179,150.5,34,1953,812.3
2023-07-01,Batu Karo,524,185.0,88,5204,3019.06
2023-07-01,Besilam,450,98.6,72,4287,2160.27
2023-07-01,Gunung Melayu,676,250.0,113,6984,3827.66
2023-07-01,Padang Halaban,309,188.8,51,3008,1512.95
2023-07-01,Rambung Sialang,178,242.1,37,1728,788.12
2023-08-01,Batu Karo,522,147.9,89,5022,2407.16
2023-08-01,Besilam,449,146.0,70,4543,2252.8
2023-08-01,Gunung Melayu,681,230.2,109,6635,3570.03
2023-08-01,Padang Halaban,314,250.2,56,3235,1274.62
2023-08-01,Rambung Sialang,177,88.7,39,1749,721.64
2023-09-01,Batu Karo,521,189.8,80,5075,2837.46
2023-09-01,Besilam,448,212.3,72,4484,2268.41
2023-09-01,Gunung Melayu,678,137.0,111,6644,2928.01
2023-09-01,Padang Halaban,306,226.3,55,3145,1419.96
2023-09-01,Rambung Sialang,177,128.4,36,1761,658.31
2023-10-01,Batu Karo,521,204.5,86,5046,2884.07
2023-10-01,Besilam,447,159.6,74,4562,1859.93
2023-10-01,Gunung Melayu,675,248.6,107,6794,3086.23
2023-10-01,Padang Halaban,305,232.5,51,3253,1368.83
2023-10-01,Rambung Sialang,176,174.1,33,1844,720.94
2023-11-01,Batu Karo,522,149.5,89,5016,2181.66
2023-11-01,Besilam,440,127.2,69,4206,1771.48
2023-11-01,Gunung Melayu,685,245.0,113,6850,3351.48
2023-11-01,Padang Halaban,309,135.0,60,3181,1273.74
2023-11-01,Rambung Sialang,175,264.1,41,1685,681.19
2023-12-01,Batu Karo,517,240.1,85,5232,2201.05
2023-12-01,Besilam,442,325.5,68,4470,2040.7
2023-12-01,Gunung Melayu,683,182.1,112,6745,2732.53
2023-12-01,Padang Halaban,312,187.6,55,2905,1059.15
2023-12-01,Rambung Sialang,178,83.9,36,1912,568.02
2024-01-01,Batu Karo,520,201.0,83,5220,2063.44
2024-01-01,Besilam,442,212.9,69,4381,1542.89
2024-01-01,Gunung Melayu,681,252.0,108,6659,3037.03
2024-01-01,Padang Halaban,315,242.4,60,3134,1123.42
2024-01-01,Rambung Sialang,183,198.8,34,1916,580.99
2024-02-01,Batu Karo,524,266.9,84,5367,1858.55
2024-02-01,Besilam,449,213.1,70,4408,1728.62
2024-02-01,Gunung Melayu,683,252.8,110,7000,2639.94
2024-02-01,Padang Halaban,309,119.0,59,3191,958.51
2024-02-01,Rambung Sialang,184,237.3,42,1868,562.67
2024-03-01,Batu Karo,522,252.7,90,5312,2119.18
2024-03-01,Besilam,449,154.1,77,4406,1645.12
2024-03-01,Gunung Melayu,676,249.0,107,6945,3389.38
2024-03-01,Padang Halaban,305,182.3,55,3138,1092.62
2024-03-01,Rambung Sialang,175,217.7,37,1977,646.93
2024-04-01,Batu Karo,521,127.1,85,5073,2309.8
2024-04-01,Besilam,443,209.2,73,4574,2067.2
2024-04-01,Gunung Melayu,682,249.6,105,6764,3077.46
2024-04-01,Padang Halaban,309,207.1,57,3201,1142.14
2024-04-01,Rambung Sialang,182,237.4,43,1831,609.49
2024-05-01,Batu Karo,520,258.5,81,5257,2689.22
2024-05-01,Besilam,445,211.5,77,4475,2323.37
2024-05-01,Gunung Melayu,677,231.9,115,6762,3809.78
2024-05-01,Padang Halaban,305,213.7,52,3086,1195.62
2024-05-01,Rambung Sialang,179,234.5,35,1685,736.38
2024-06-01,Batu Karo,521,213.3,90,5354,3078.96
2024-06-01,Besilam,449,214.7,69,4224,2359.62
2024-06-01,Gunung Melayu,677,157.9,115,6673,3752.47
2024-06-01,Padang Halaban,307,136.8,56,3038,1363.12
2024-06-01,Rambung Sialang,179,210.2,43,1988,775.76
2024-07-01,Batu Karo,518,209.7,85,5013,3115.02
2024-07-01,Besilam,441,155.6,77,4254,2325.34
2024-07-01,Gunung Melayu,681,214.4,113,6658,4023.54
2024-07-01,Padang Halaban,314,245.4,55,3238,1589.23
2024-07-01,Rambung Sialang,175,212.0,40,1813,843.94
2024-08-01,Batu Karo,516,285.6,83,5111,2716.25
2024-08-01,Besilam,443,92.7,72,4330,1870.13
2024-08-01,Gunung Melayu,676,191.1,109,6829,3835.1
2024-08-01,Padang Halaban,315,194.9,57,3263,1327.03
2024-08-01,Rambung Sialang,182,178.2,40,1808,732.04
2024-09-01,Batu Karo,525,196.8,86,5044,2866.73
2024-09-01,Besilam,448,162.3,69,4378,2364.32
2024-09-01,Gunung Melayu,682,188.4,109,6821,3724.78
2024-09-01,Padang Halaban,309,146.1,56,3167,1278.07
2024-09-01,Rambung Sialang,177,198.9,43,1697,766.51
2024-10-01,Batu Karo,520,115.3,87,5393,2404.96
2024-10-01,Besilam,443,150.3,69,4492,2068.44
2024-10-01,Gunung Melayu,682,164.2,115,6709,3077.84
2024-10-01,Padang Halaban,312,211.3,59,2938,1210.15
2024-10-01,Rambung Sialang,178,126.5,37,1881,619.86
2024-11-01,Batu Karo,520,199.9,87,5382,2339.4
2024-11-01,Besilam,446,172.5,77,4501,1896.5
2024-11-01,Gunung Melayu,680,198.5,114,6727,3175.44
2024-11-01,Padang Halaban,311,139.8,50,2964,1166.96
2024-11-01,Rambung Sialang,183,167.3,39,1705,571.99
2024-12-01,Batu Karo,520,122.7,88,5175,1980.82
2024-12-01,Besilam,440,185.9,76,4470,1852.44
2024-12-01,Gunung Melayu,682,201.1,108,6817,3286.21
2024-12-01,Padang Halaban,313,121.8,55,3110,1040.68
2024-12-01,Rambung Sialang,176,199.9,39,1894,582.97
