date,estate,plantation_area_ha,rainfall_mm,workers,fertilizer_kg,production_tons
2020-03-06,Estate_B,127,54,53,656,84.13
2020-03-07,Estate_D,415,103,11,100,74.53
2020-03-08,Estate_A,50,96,90,267,73.4
2020-03-09,Estate_D,100,264,44,719,79.73
2020-03-10,Estate_B,222,226,96,118,99.55
2020-03-11,Estate_B,254,58,39,431,90.44
2020-03-12,Estate_B,309,148,17,683,90.45
2020-03-13,Estate_A,495,69,31,555,117.09
2020-03-14,Estate_B,498,171,53,208,132.94
2020-03-15,Estate_A,418,290,67,367,137.57
2020-03-16,Estate_B,337,110,45,544,123.76
2020-03-17,Estate_D,83,172,78,339,75.55
2020-03-18,Estate_D,397,283,86,400,133.17
2020-03-19,Estate_C,144,212,40,701,88.36
2020-03-20,Estate_D,121,227,56,202,64.73
2020-03-21,Estate_C,88,131,64,349,58.89
2020-03-22,Estate_D,203,111,89,552,116.14
2020-03-23,Estate_A,299,194,71,619,115.07
2020-03-24,Estate_D,211,265,39,252,71.75
2020-03-25,Estate_C,487,52,64,958,162.75
2020-03-26,Estate_C,167,209,25,273,41.06
2020-03-27,Estate_B,308,276,21,442,96.5
2020-03-28,Estate_A,428,279,26,769,138.06
2020-03-29,Estate_D,355,62,25,530,114.48
2020-03-30,Estate_B,317,169,21,826,111.01
2020-03-31,Estate_D,498,174,17,788,118.37
2020-04-01,Estate_D,103,288,93,786,97.01
2020-04-02,Estate_B,285,138,12,951,110.95
2020-04-03,Estate_B,438,122,25,949,138.54
2020-04-04,Estate_B,271,117,39,757,100.92
2020-04-05,Estate_B,300,191,32,423,105.86
2020-04-06,Estate_B,362,150,14,772,112.9
2020-04-07,Estate_D,450,147,93,738,173.54
2020-04-08,Estate_B,161,60,74,519,101.09
2020-04-09,Estate_A,304,154,39,693,100.32
2020-04-10,Estate_C,352,233,30,584,109.54
2020-04-11,Estate_B,456,116,93,758,185.32
2020-04-12,Estate_B,256,172,79,850,146.23
2020-04-13,Estate_D,278,269,31,511,88.98
2020-04-14,Estate_B,390,78,91,183,127.93
2020-04-15,Estate_B,447,186,81,212,137.61
2020-04-16,Estate_B,115,244,41,836,80.42
2020-04-17,Estate_D,124,202,42,431,75.16
2020-04-18,Estate_B,484,275,25,477,114.94
2020-04-19,Estate_C,152,125,85,854,109.05
2020-04-20,Estate_D,471,219,47,754,137.66
2020-04-21,Estate_C,241,58,23,140,54.84
2020-04-22,Estate_D,301,256,45,869,122.24
2020-04-23,Estate_B,275,89,32,896,121.23
2020-04-24,Estate_C,343,74,75,204,107.59
2020-04-25,Estate_D,355,54,94,301,139.15
2020-04-26,Estate_A,147,188,11,549,67.83
2020-04-27,Estate_B,387,236,82,918,176.57
2020-04-28,Estate_D,335,275,74,942,143.55
2020-04-29,Estate_A,384,265,84,365,122.7
2020-04-30,Estate_D,396,173,76,309,117.44
2020-05-01,Estate_A,484,256,61,662,141.7
2020-05-02,Estate_B,496,87,71,217,155.44
2020-05-03,Estate_C,357,121,32,812,109.22
2020-05-04,Estate_A,298,182,35,476,107.62
2020-05-05,Estate_D,215,225,77,650,98.57
2020-05-06,Estate_B,384,139,91,639,143.23
2020-05-07,Estate_A,79,195,64,870,83.93
2020-05-08,Estate_D,296,247,15,183,61.4
2020-05-09,Estate_D,155,86,44,553,87.39
2020-05-10,Estate_D,100,109,31,766,88.66
2020-05-11,Estate_A,130,225,52,728,75.08
2020-05-12,Estate_A,182,254,24,613,67.11
2020-05-13,Estate_A,334,77,95,704,145.56
2020-05-14,Estate_C,437,246,69,777,158.78
2020-05-15,Estate_A,187,254,21,486,63.05
2020-05-16,Estate_A,233,130,58,449,108.02
2020-05-17,Estate_A,450,163,51,395,141.83
2020-05-18,Estate_C,379,89,47,357,102.63
2020-05-19,Estate_A,322,94,91,180,121.29
2020-05-20,Estate_D,389,273,54,367,130.16
2020-05-21,Estate_A,118,111,44,518,63.22
2020-05-22,Estate_D,83,142,39,334,45.6
2020-05-23,Estate_D,311,164,97,932,147.1
2020-05-24,Estate_D,102,235,39,410,48.28
2020-05-25,Estate_C,499,116,87,912,168.74
2020-05-26,Estate_C,254,105,15,456,64.67
2020-05-27,Estate_C,175,89,76,312,86.7
2020-05-28,Estate_A,284,147,89,673,145.68
2020-05-29,Estate_D,92,89,16,148,25.0
2020-05-30,Estate_C,289,140,61,226,88.97
2020-05-31,Estate_C,420,254,23,322,121.0
2020-06-01,Estate_A,160,286,82,378,72.24
2020-06-02,Estate_C,298,82,24,507,77.88
2020-06-03,Estate_A,200,55,30,604,75.26
2020-06-04,Estate_B,232,265,44,393,73.47
2020-06-05,Estate_C,385,196,75,895,135.9
2020-06-06,Estate_B,144,129,11,376,47.95
2020-06-07,Estate_A,423,217,44,537,136.42
2020-06-08,Estate_D,449,141,91,206,128.51
2020-06-09,Estate_C,57,146,87,757,89.25
2020-06-10,Estate_A,437,108,29,519,128.57
2020-06-11,Estate_D,409,108,91,710,158.73
2020-06-12,Estate_D,437,97,19,528,122.25
2020-06-13,Estate_B,233,218,34,474,82.73
2020-06-14,Estate_A,330,62,75,172,102.11
2020-06-15,Estate_D,244,156,34,733,112.76
2020-06-16,Estate_C,401,94,63,129,127.81
2020-06-17,Estate_C,244,138,42,287,91.91
2020-06-18,Estate_B,204,230,45,463,89.69
2020-06-19,Estate_D,142,219,23,965,65.83
2020-06-20,Estate_A,209,149,74,899,128.54
2020-06-21,Estate_C,483,240,89,550,167.96
2020-06-22,Estate_D,110,204,63,294,46.71
2020-06-23,Estate_D,171,215,61,255,68.85
2020-06-24,Estate_B,100,237,12,271,35.21
2020-06-25,Estate_C,452,56,50,946,177.66
2020-06-26,Estate_C,326,182,15,140,81.49
2020-06-27,Estate_A,54,284,34,162,18.73
2020-06-28,Estate_C,141,94,22,122,59.43
2020-06-29,Estate_A,219,107,17,459,72.48
2020-06-30,Estate_C,366,298,30,174,85.4
2020-07-01,Estate_B,71,292,77,659,73.62
2020-07-02,Estate_C,454,80,34,771,127.71
2020-07-03,Estate_A,375,72,88,924,161.94
2020-07-04,Estate_A,50,219,77,217,57.75
2020-07-05,Estate_B,182,187,54,711,89.49
2020-07-06,Estate_C,282,209,69,479,112.78
2020-07-07,Estate_C,61,156,21,778,48.28
2020-07-08,Estate_B,395,230,41,389,110.64
2020-07-09,Estate_C,95,207,22,539,53.91
2020-07-10,Estate_C,83,88,40,767,74.21
2020-07-11,Estate_A,482,208,87,106,122.91
2020-07-12,Estate_C,127,131,29,295,46.33
2020-07-13,Estate_C,267,149,27,520,105.2
2020-07-14,Estate_B,350,51,69,667,131.4
2020-07-15,Estate_B,460,255,72,932,167.11
2020-07-16,Estate_D,122,126,15,292,41.85
2020-07-17,Estate_A,331,270,41,658,127.18
2020-07-18,Estate_C,298,61,52,247,109.02
2020-07-19,Estate_C,96,88,11,886,74.44
2020-07-20,Estate_D,170,243,69,768,89.88
2020-07-21,Estate_C,263,273,32,301,79.05
2020-07-22,Estate_A,288,62,92,543,134.57
2020-07-23,Estate_D,105,95,40,518,57.06
2020-07-24,Estate_A,399,204,14,526,98.27
2020-07-25,Estate_D,156,162,92,578,118.29
2020-07-26,Estate_D,368,282,43,574,112.33
2020-07-27,Estate_B,97,66,19,225,54.32
2020-07-28,Estate_A,110,153,98,494,101.08
2020-07-29,Estate_C,386,272,11,916,124.42
2020-07-30,Estate_C,75,147,20,980,74.12
2020-07-31,Estate_A,341,237,59,905,121.84
2020-08-01,Estate_C,306,241,40,675,109.79
2020-08-02,Estate_C,57,137,65,424,75.16
2020-08-03,Estate_A,162,158,88,491,103.02
2020-08-04,Estate_D,404,212,82,787,156.33
2020-08-05,Estate_A,302,289,96,727,153.2
2020-08-06,Estate_D,229,119,92,539,113.33
2020-08-07,Estate_C,256,260,18,303,61.35
2020-08-08,Estate_C,352,207,30,585,109.98
2020-08-09,Estate_C,176,248,82,932,123.02
2020-08-10,Estate_B,105,123,37,130,25.13
2020-08-11,Estate_D,263,282,71,487,106.84
2020-08-12,Estate_B,63,273,16,724,56.71
2020-08-13,Estate_B,77,275,89,976,97.75
2020-08-14,Estate_A,127,112,25,533,72.26
2020-08-15,Estate_B,265,205,13,936,106.56
2020-08-16,Estate_A,435,109,13,475,135.39
2020-08-17,Estate_A,414,128,49,443,118.1
2020-08-18,Estate_B,203,271,26,542,80.88
2020-08-19,Estate_D,63,86,61,678,64.25
2020-08-20,Estate_D,236,270,61,174,62.15
2020-08-21,Estate_D,361,71,45,656,105.01
2020-08-22,Estate_D,420,245,47,871,149.08
2020-08-23,Estate_D,56,197,59,765,74.88
2020-08-24,Estate_B,52,145,72,254,49.96
2020-08-25,Estate_B,160,277,72,529,68.4
2020-08-26,Estate_C,456,291,71,462,134.17
2020-08-27,Estate_D,287,117,16,547,89.28
2020-08-28,Estate_B,412,268,36,333,116.94
2020-08-29,Estate_C,288,241,95,662,130.8
2020-08-30,Estate_D,323,66,23,917,122.49
2020-08-31,Estate_A,343,61,80,361,121.06
2020-09-01,Estate_C,276,199,95,926,160.52
2020-09-02,Estate_B,420,194,14,224,86.2
2020-09-03,Estate_A,64,187,64,344,49.4
2020-09-04,Estate_A,241,167,11,641,75.82
2020-09-05,Estate_A,168,242,71,584,96.47
2020-09-06,Estate_C,77,71,30,221,28.93
2020-09-07,Estate_B,251,267,88,224,98.75
2020-09-08,Estate_A,88,169,30,648,61.58
2020-09-09,Estate_D,490,259,19,269,106.24
2020-09-10,Estate_A,322,99,96,223,123.88
2020-09-11,Estate_A,280,63,67,968,125.93
2020-09-12,Estate_C,135,241,48,134,39.3
2020-09-13,Estate_C,175,224,14,186,45.58
2020-09-14,Estate_B,349,78,74,745,125.11
2020-09-15,Estate_D,74,253,22,807,37.11
2020-09-16,Estate_C,194,213,94,885,128.99
2020-09-17,Estate_A,62,276,99,300,79.11
2020-09-18,Estate_B,261,229,94,468,111.06
2020-09-19,Estate_A,74,174,62,896,78.7
2020-09-20,Estate_A,117,253,91,176,80.17
2020-09-21,Estate_C,443,56,54,158,110.36
2020-09-22,Estate_B,116,78,41,530,54.23
2020-09-23,Estate_D,282,188,45,737,117.19
2020-09-24,Estate_D,158,82,90,599,104.18
2020-09-25,Estate_C,195,183,69,208,89.06
2020-09-26,Estate_C,160,160,20,835,57.55
2020-09-27,Estate_B,277,128,72,377,92.4
2020-09-28,Estate_D,160,209,30,167,49.22
2020-09-29,Estate_D,83,228,61,168,52.84
2020-09-30,Estate_D,160,252,64,264,78.11
2020-10-01,Estate_A,313,107,35,588,108.04
2020-10-02,Estate_D,473,264,77,404,147.03
2020-10-03,Estate_A,418,75,43,773,137.61
2020-10-04,Estate_B,285,275,61,464,118.36
2020-10-05,Estate_A,132,223,91,953,101.83
2020-10-06,Estate_B,91,275,61,920,90.04
2020-10-07,Estate_D,474,78,38,478,125.48
2020-10-08,Estate_D,150,53,47,442,79.36
2020-10-09,Estate_B,55,258,51,998,68.29
2020-10-10,Estate_C,229,148,30,653,96.45
2020-10-11,Estate_B,331,190,51,453,109.77
2020-10-12,Estate_C,369,282,22,515,119.54
2020-10-13,Estate_A,275,88,73,208,96.45
2020-10-14,Estate_A,492,64,26,662,146.83
2020-10-15,Estate_A,489,168,18,861,137.01
2020-10-16,Estate_D,364,78,50,596,122.38
2020-10-17,Estate_A,414,206,10,440,104.68
2020-10-18,Estate_C,278,124,11,482,66.21
2020-10-19,Estate_A,426,165,69,632,132.17
2020-10-20,Estate_B,338,81,57,399,119.62
2020-10-21,Estate_B,486,179,38,238,121.27
2020-10-22,Estate_D,199,224,19,458,59.55
2020-10-23,Estate_B,326,255,67,935,130.43
2020-10-24,Estate_C,247,133,69,598,102.83
2020-10-25,Estate_A,119,71,30,484,62.0
2020-10-26,Estate_D,161,252,37,703,82.74
2020-10-27,Estate_A,53,76,84,379,48.35
2020-10-28,Estate_A,399,244,43,736,144.91
2020-10-29,Estate_C,380,130,17,582,123.12
2020-10-30,Estate_B,495,175,68,210,114.94
2020-10-31,Estate_B,367,285,95,965,171.46
2020-11-01,Estate_A,399,233,81,238,135.76
2020-11-02,Estate_D,144,141,58,534,80.27
2020-11-03,Estate_B,201,270,88,608,93.53
2020-11-04,Estate_D,360,70,26,372,111.65
2020-11-05,Estate_B,186,96,69,198,76.31
2020-11-06,Estate_D,296,257,96,863,148.13
2020-11-07,Estate_C,436,150,97,949,200.84
2020-11-08,Estate_D,292,236,54,203,90.99
2020-11-09,Estate_C,80,133,92,313,64.49
2020-11-10,Estate_C,89,55,78,860,94.79
2020-11-11,Estate_D,278,196,41,763,100.48
2020-11-12,Estate_C,85,234,53,861,83.86
2020-11-13,Estate_A,457,246,74,886,157.26
2020-11-14,Estate_C,272,180,96,264,105.47
2020-11-15,Estate_B,55,50,17,952,52.76
2020-11-16,Estate_D,371,107,86,619,143.62
2020-11-17,Estate_A,269,173,81,383,110.03
2020-11-18,Estate_D,124,215,96,616,70.3
2020-11-19,Estate_B,53,64,52,756,75.08
2020-11-20,Estate_B,384,211,10,712,110.61
2020-11-21,Estate_B,183,238,60,263,64.96
2020-11-22,Estate_C,167,212,33,985,113.08
2020-11-23,Estate_C,418,113,33,758,144.19
2020-11-24,Estate_D,143,290,26,163,30.09
2020-11-25,Estate_D,484,74,14,190,119.46
2020-11-26,Estate_A,111,73,29,216,57.75
2020-11-27,Estate_A,490,61,30,965,160.74
2020-11-28,Estate_D,243,67,67,366,102.0
2020-11-29,Estate_C,384,64,40,921,144.31
2020-11-30,Estate_B,252,285,20,784,70.19
2020-12-01,Estate_D,441,257,61,658,142.02
2020-12-02,Estate_A,75,76,24,239,34.28
2020-12-03,Estate_C,484,121,92,345,170.72
2020-12-04,Estate_D,222,109,16,760,90.47
2020-12-05,Estate_D,349,223,37,857,121.48
2020-12-06,Estate_C,182,266,60,494,82.22
2020-12-07,Estate_D,375,194,67,586,142.21
2020-12-08,Estate_C,459,142,14,575,121.44
2020-12-09,Estate_B,167,102,14,616,61.16
2020-12-10,Estate_C,373,57,17,283,92.78
2020-12-11,Estate_C,324,128,73,119,112.82
2020-12-12,Estate_C,261,76,19,657,97.23
2020-12-13,Estate_D,274,223,47,623,103.2
2020-12-14,Estate_D,69,99,90,681,91.8
2020-12-15,Estate_C,162,293,17,628,57.91
2020-12-16,Estate_D,189,248,34,982,94.52
2020-12-17,Estate_A,96,180,82,246,60.47
2020-12-18,Estate_A,50,142,75,765,78.54
2020-12-19,Estate_D,139,241,88,403,98.18
2020-12-20,Estate_D,191,221,59,719,86.24
2020-12-21,Estate_C,369,230,76,847,140.36
2020-12-22,Estate_B,87,73,58,919,77.62
2020-12-23,Estate_D,342,109,45,963,121.07
2020-12-24,Estate_A,431,171,77,681,151.75
2020-12-25,Estate_C,188,180,87,794,109.22
2020-12-26,Estate_D,405,197,50,861,160.76
2020-12-27,Estate_A,382,95,98,327,136.07
2020-12-28,Estate_A,308,64,71,201,118.12
2020-12-29,Estate_B,210,202,19,686,89.42
2020-12-30,Estate_C,439,271,30,516,118.38
2020-12-31,Estate_C,227,255,45,315,97.1
2021-01-01,Estate_B,59,248,21,506,42.85
2021-01-02,Estate_B,310,66,11,498,105.55
2021-01-03,Estate_C,456,175,22,814,151.62
2021-01-04,Estate_C,187,285,62,803,104.15
2021-01-05,Estate_D,221,133,41,860,111.22
2021-01-06,Estate_D,435,277,25,598,127.33
2021-01-07,Estate_B,62,58,41,853,62.37
2021-01-08,Estate_D,217,215,41,564,86.22
2021-01-09,Estate_A,179,225,20,790,89.29
2021-01-10,Estate_D,133,298,19,830,83.92
2021-01-11,Estate_D,370,237,24,181,80.73
2021-01-12,Estate_A,368,112,26,703,123.68
2021-01-13,Estate_B,150,263,49,786,87.42
2021-01-14,Estate_A,378,295,27,850,121.57
2021-01-15,Estate_D,322,294,64,871,134.69
2021-01-16,Estate_B,314,166,82,464,124.2
2021-01-17,Estate_D,448,179,34,262,119.74
2021-01-18,Estate_A,457,137,68,147,143.06
2021-01-19,Estate_A,87,121,87,610,95.61
2021-01-20,Estate_D,468,188,98,428,161.47
2021-01-21,Estate_C,143,113,31,939,106.31
2021-01-22,Estate_C,144,254,39,215,62.53
2021-01-23,Estate_A,354,258,93,948,156.04
2021-01-24,Estate_A,118,121,94,436,76.6
2021-01-25,Estate_C,367,70,53,980,136.92
2021-01-26,Estate_C,493,67,41,836,168.22
2021-01-27,Estate_D,285,271,60,963,120.72
2021-01-28,Estate_D,483,113,55,939,157.58
2021-01-29,Estate_C,383,131,30,246,92.39
2021-01-30,Estate_D,422,159,41,674,126.96
2021-01-31,Estate_D,425,288,48,905,154.12
2021-02-01,Estate_B,186,144,21,422,62.91
2021-02-02,Estate_D,467,215,56,542,128.33
2021-02-03,Estate_A,125,81,27,936,83.18
2021-02-04,Estate_D,84,60,30,112,37.82
2021-02-05,Estate_D,50,94,22,593,43.04
2021-02-06,Estate_C,345,266,30,800,127.58
2021-02-07,Estate_A,369,82,17,386,94.93
2021-02-08,Estate_D,455,151,55,819,166.0
2021-02-09,Estate_D,109,218,16,213,39.88
2021-02-10,Estate_B,369,185,32,579,122.47
2021-02-11,Estate_D,398,60,84,121,114.86
2021-02-12,Estate_D,377,263,95,448,138.39
2021-02-13,Estate_B,316,228,31,825,112.58
2021-02-14,Estate_C,410,137,98,782,151.77
2021-02-15,Estate_D,278,90,31,934,126.15
2021-02-16,Estate_B,319,194,38,665,102.06
2021-02-17,Estate_A,365,125,22,909,119.6
2021-02-18,Estate_C,335,170,91,419,118.22
2021-02-19,Estate_A,340,95,11,225,88.91
2021-02-20,Estate_A,262,209,38,376,68.67
2021-02-21,Estate_B,214,256,94,303,103.45
2021-02-22,Estate_D,54,129,88,293,76.03
2021-02-23,Estate_B,388,103,61,780,149.38
2021-02-24,Estate_B,428,135,36,763,144.83
2021-02-25,Estate_B,127,141,59,646,90.57
2021-02-26,Estate_B,459,197,88,795,160.15
2021-02-27,Estate_C,111,210,32,385,65.5
2021-02-28,Estate_D,181,251,97,156,80.37
2021-03-01,Estate_A,138,217,53,833,88.58
2021-03-02,Estate_A,286,209,86,402,110.7
2021-03-03,Estate_D,91,291,31,262,42.99
2021-03-04,Estate_A,138,146,52,118,49.74
2021-03-05,Estate_D,451,51,46,469,135.79
2021-03-06,Estate_A,345,274,70,363,101.58
2021-03-07,Estate_B,377,82,65,893,161.74
2021-03-08,Estate_A,344,282,12,212,83.65
2021-03-09,Estate_D,153,254,72,587,85.41
2021-03-10,Estate_D,63,207,28,426,37.0
2021-03-11,Estate_D,337,210,32,641,115.6
2021-03-12,Estate_D,228,126,38,746,91.05
2021-03-13,Estate_D,174,165,39,678,84.5
2021-03-14,Estate_C,471,203,48,164,131.92
2021-03-15,Estate_C,402,199,34,391,102.87
2021-03-16,Estate_A,72,152,17,124,28.23
2021-03-17,Estate_D,112,243,67,648,84.17
2021-03-18,Estate_A,192,215,25,100,48.48
2021-03-19,Estate_D,202,152,81,648,103.7
2021-03-20,Estate_D,194,139,10,240,63.78
2021-03-21,Estate_C,274,223,14,843,91.28
2021-03-22,Estate_C,499,171,12,747,119.9
2021-03-23,Estate_B,358,291,74,287,120.63
2021-03-24,Estate_C,153,192,13,227,30.68
2021-03-25,Estate_B,153,275,73,300,80.77
2021-03-26,Estate_B,484,155,98,226,165.8
2021-03-27,Estate_B,88,168,19,356,46.16
2021-03-28,Estate_B,484,221,30,775,154.63
2021-03-29,Estate_B,247,98,55,646,126.46
2021-03-30,Estate_A,183,153,36,293,74.33
2021-03-31,Estate_C,116,252,75,802,96.55
2021-04-01,Estate_B,440,110,50,203,136.19
2021-04-02,Estate_D,228,244,22,634,98.53
2021-04-03,Estate_C,91,172,18,364,57.93
2021-04-04,Estate_C,497,183,45,901,156.54
2021-04-05,Estate_B,64,58,95,483,69.17
2021-04-06,Estate_A,160,55,99,359,92.27
2021-04-07,Estate_B,206,122,67,513,103.73
2021-04-08,Estate_A,338,152,63,457,118.98
2021-04-09,Estate_D,280,272,21,174,64.98
2021-04-10,Estate_C,460,209,90,454,159.03
2021-04-11,Estate_D,469,90,87,683,154.04
2021-04-12,Estate_A,206,163,23,870,92.72
2021-04-13,Estate_A,87,253,43,287,56.84
2021-04-14,Estate_D,490,57,62,784,171.98
2021-04-15,Estate_A,146,121,29,389,66.44
2021-04-16,Estate_D,460,227,84,144,150.36
2021-04-17,Estate_C,488,141,25,672,138.81
2021-04-18,Estate_D,338,111,79,182,106.34
2021-04-19,Estate_C,303,133,65,222,112.11
2021-04-20,Estate_D,245,111,92,457,126.23
2021-04-21,Estate_A,135,160,67,627,92.63
2021-04-22,Estate_D,371,176,13,165,82.07
2021-04-23,Estate_A,59,56,13,756,54.43
2021-04-24,Estate_D,54,252,29,474,28.67
2021-04-25,Estate_D,172,133,19,261,64.09
2021-04-26,Estate_B,379,257,33,845,137.62
2021-04-27,Estate_A,402,181,35,479,103.3
2021-04-28,Estate_B,167,183,46,755,97.34
2021-04-29,Estate_A,343,107,94,457,139.28
2021-04-30,Estate_B,446,71,63,287,122.7
2021-05-01,Estate_C,208,203,30,421,59.5
2021-05-02,Estate_D,352,176,83,549,137.8
2021-05-03,Estate_A,277,52,47,573,102.01
2021-05-04,Estate_A,414,176,55,112,128.82
2021-05-05,Estate_D,265,90,13,283,80.48
2021-05-06,Estate_A,485,237,69,210,139.63
2021-05-07,Estate_A,233,155,66,607,110.53
2021-05-08,Estate_B,64,63,54,389,70.67
2021-05-09,Estate_A,206,252,29,394,76.31
2021-05-10,Estate_C,185,259,26,550,74.73
2021-05-11,Estate_C,310,295,80,314,99.05
2021-05-12,Estate_D,206,61,13,731,113.04
2021-05-13,Estate_A,96,136,23,993,65.24
2021-05-14,Estate_D,373,61,12,666,108.94
2021-05-15,Estate_C,381,190,97,126,108.75
2021-05-16,Estate_A,222,74,89,729,128.52
2021-05-17,Estate_A,179,94,67,832,109.59
2021-05-18,Estate_D,460,292,64,330,139.39
2021-05-19,Estate_C,144,171,13,664,45.98
2021-05-20,Estate_A,164,196,33,906,99.85
2021-05-21,Estate_D,292,104,43,420,89.71
2021-05-22,Estate_C,469,287,39,332,119.8
2021-05-23,Estate_D,341,149,91,769,157.0
2021-05-24,Estate_B,331,222,28,536,102.95
2021-05-25,Estate_A,348,185,40,880,131.37
2021-05-26,Estate_B,332,270,69,632,132.39
2021-05-27,Estate_C,118,168,69,502,82.45
2021-05-28,Estate_B,197,102,28,152,54.53
2021-05-29,Estate_B,60,232,58,886,76.68
2021-05-30,Estate_C,303,81,72,412,116.89
2021-05-31,Estate_D,379,100,92,380,128.84
2021-06-01,Estate_B,409,93,31,825,145.72
2021-06-02,Estate_D,87,131,33,130,39.36
2021-06-03,Estate_B,183,247,85,436,94.24
2021-06-04,Estate_D,249,195,39,282,89.47
2021-06-05,Estate_C,72,260,67,122,45.0
2021-06-06,Estate_B,352,199,40,643,114.76
2021-06-07,Estate_C,395,86,73,545,135.32
2021-06-08,Estate_B,351,145,28,173,91.93
2021-06-09,Estate_C,412,105,57,109,116.28
2021-06-10,Estate_C,445,154,54,583,133.87
2021-06-11,Estate_B,267,108,64,555,108.13
2021-06-12,Estate_B,190,180,64,665,91.25
2021-06-13,Estate_B,153,205,27,663,64.05
2021-06-14,Estate_A,495,251,72,759,148.12
2021-06-15,Estate_D,259,292,56,259,81.68
2021-06-16,Estate_A,160,84,84,981,103.51
2021-06-17,Estate_A,153,238,66,113,57.48
2021-06-18,Estate_C,365,142,54,277,103.46
2021-06-19,Estate_B,220,231,42,511,94.14
2021-06-20,Estate_D,405,240,26,977,125.5
2021-06-21,Estate_C,373,256,79,152,106.41
2021-06-22,Estate_A,182,146,13,507,60.05
2021-06-23,Estate_B,425,184,29,946,135.48
2021-06-24,Estate_C,342,125,56,121,112.39
2021-06-25,Estate_B,377,98,24,129,79.52
2021-06-26,Estate_C,176,143,79,802,106.72
2021-06-27,Estate_B,155,262,56,359,72.41
2021-06-28,Estate_A,141,208,87,304,89.47
2021-06-29,Estate_D,336,235,84,158,106.25
2021-06-30,Estate_A,427,238,18,570,96.58
2021-07-01,Estate_D,442,73,99,875,177.96
2021-07-02,Estate_B,100,197,25,565,68.36
2021-07-03,Estate_C,78,86,78,111,60.39
2021-07-04,Estate_A,345,53,70,730,141.27
2021-07-05,Estate_D,346,269,19,389,79.45
2021-07-06,Estate_A,263,157,59,949,113.18
2021-07-07,Estate_D,316,175,12,859,107.08
2021-07-08,Estate_A,456,69,86,453,140.52
2021-07-09,Estate_D,306,237,79,738,138.3
